Orginal,Year,Category,Order,People,Films,Original
59,2004,女優主演賞,5,深田恭子,下妻物語,女優主演賞	深田恭子「下妻物語」
59,2004,男優助演賞,6,オダギリジョー,"血と骨,この世の外へ クラブ進駐軍",男優助演賞	オダギリジョー「血と骨」「この世の外へ クラブ進駐軍」
59,2004,女優助演賞,7,田畑智子,"隠し剣 鬼の爪,血と骨",女優助演賞	田畑智子「隠し剣 鬼の爪」「血と骨」
59,2004,撮影賞,8,鈴木一博,"ヴァイブレータ,機関車先生,ガールフレンド,ココロとカラダ",撮影賞	鈴木一博「ヴァイブレータ」「機関車先生」「ガールフレンド」「ココロとカラダ」
59,2004,美術賞,9,桑島十和子,下妻物語,美術賞	桑島十和子「下妻物語」
59,2004,音楽賞,10,日野皓正,透光の樹,音楽賞	日野皓正「透光の樹」
59,2004,録音賞,11,弦巻裕,誰も知らない,録音賞	弦巻裕「誰も知らない」
59,2004,技術賞,12,熊谷秀夫（照明）,透光の樹,技術賞	熊谷秀夫（照明）「透光の樹」
59,2004,記録文化映画賞,13,,,記録文化映画賞	長編：「わたしの季節」協映
59,2004,短編：「螺鈿－北村昭斎のわざ－」日経映像,14,,螺鈿－北村昭斎のわざ－,短編：「螺鈿－北村昭斎のわざ－」日経映像
59,2004,スポニチグランプリ新人賞,15,,,スポニチグランプリ新人賞	土屋アンナ「下妻物語」「茶の味」
59,2004,スポニチグランプリ新人賞,16,,,スポニチグランプリ新人賞	柳楽優弥「誰も知らない」
59,2004,スポニチグランプリ新人賞,17,,,スポニチグランプリ新人賞	上野樹里「チルソクの夏」「スウィングガールズ」
59,2004,外国映画ベストワン賞,18,,,外国映画ベストワン賞	「ミスティック・リバー」ワーナー・ブラザース映画配給
59,2004,日本映画ファン賞,19,,,日本映画ファン賞	「ハウルの動く城」徳間書店、スタジオジブリ、日本テレビ、電通、ディズニー、三菱商事、東宝
59,2004,外国映画ファン賞,20,,,外国映画ファン賞	「2046」ブエナ ビスタ インターナショナル ジャパン配給
59,2004,アニメーション映画賞,21,,雲のむこう、約束の場所,アニメーション映画賞	「雲のむこう、約束の場所」新海誠、コミックス・ウェーブ
59,2004,大藤信郎賞,22,,,大藤信郎賞	「マインド・ゲーム」スタジオ4℃、レントラックジャパン、アスミック・エース エンタテインメント
59,2004,田中絹代賞,23,,,田中絹代賞	淡路恵子
59,2004,特別賞,24,,,特別賞	故・三橋達也（ヒーローから悪役まで演じられる存在感の大きな俳優として、数多くの映画に出演するなど、長年にわたり、日本映画界に貢献した業績に対して 双葉十三郎　映画評論家として四分の三世紀以上にわたり、卓越した知識と豊かな感性に基づいた評論を発表するなど、日本映画界に貢献した業績に対して）
59,2004,最優秀賞,25,,,最優秀賞	UIP「シービスケット」
59,2004,優秀賞,26,,,優秀賞	20世紀FOX「デイ・アフター・トゥモロー」、ワーナー・ブラザース映画「ラストサムライ」
60,2005,日本映画大賞,0,,パッチギ！,
60,2005,日本映画優秀賞,1,,"オペレッタ狸御殿,オペレッタ狸御殿",日本映画優秀賞	「オペレッタ狸御殿」「オペレッタ狸御殿」製作委員会
60,2005,男優主演賞,2,浅野忠信,"誰がために,乱歩地獄",男優主演賞	浅野忠信「誰がために」「乱歩地獄」
60,2005,女優主演賞,3,田中裕子,"いつか読書する日,火火",女優主演賞	田中裕子「いつか読書する日」「火火」
60,2005,男優助演賞,4,山下規介,運命じゃない人,男優助演賞	山下規介「運命じゃない人」
60,2005,女優助演賞,5,板谷由夏,運命じゃない人,女優助演賞	板谷由夏「運命じゃない人」
60,2005,スポニチグランプリ新人賞,6,,,スポニチグランプリ新人賞	石田法嗣「カナリア」
60,2005,スポニチグランプリ新人賞,7,,,スポニチグランプリ新人賞	関めぐみ「恋は五・七・五！」「8月のクリスマス」
60,2005,田中絹代賞,8,,,田中絹代賞	若尾文子
60,2005,監督賞,9,緒方明,いつか読書する日,監督賞	緒方明「いつか読書する日」
60,2005,脚本賞,10,内田けんじ,運命じゃない人,脚本賞	内田けんじ「運命じゃない人」
60,2005,撮影賞,11,柴崎幸三,ALWAYS 三丁目の夕日,撮影賞	柴崎幸三「ALWAYS 三丁目の夕日」
60,2005,美術賞,12,上条安里,ALWAYS 三丁目の夕日,美術賞	上条安里「ALWAYS 三丁目の夕日」
60,2005,音楽賞,13,加藤和彦,パッチギ！,音楽賞	加藤和彦「パッチギ！」
60,2005,録音賞,14,横溝正俊,いつか読書する日,録音賞	横溝正俊「いつか読書する日」
60,2005,技術賞,15,,"ALWAYS 三丁目の夕日,二人日和",技術賞	「ALWAYS 三丁目の夕日」VFXスタッフ、谷口登司夫（編集）「二人日和」
60,2005,ドキュメンタリー映画賞,16,,Little Birds－イラク戦火の家族たち,ドキュメンタリー映画賞	「Little Birds－イラク戦火の家族たち」安岡卓治
60,2005,アニメーション映画賞,17,,"劇場版 鋼の錬金術師 シャンバラを征く者,鋼の錬金術師",アニメーション映画賞	「劇場版 鋼の錬金術師 シャンバラを征く者」劇場版「鋼の錬金術師」製作委員会
60,2005,大藤信郎賞,18,,,大藤信郎賞	「tough guy! 2005」岸本真太郎
60,2005,日本映画部門,19,,"ALWAYS 三丁目の夕日,ALWAYS 三丁目の夕日",日本映画部門	「ALWAYS 三丁目の夕日」「ALWAYS 三丁目の夕日」製作委員会
60,2005,外国映画部門,20,,スター・ウォーズ エピソード3／シスの復讐,外国映画部門	「スター・ウォーズ エピソード3／シスの復讐」ルーカスフィルム配給
61,2006,日本映画大賞,0,,ゆれる,
61,2006,日本映画優秀賞,1,,"フラガール,フラガール",日本映画優秀賞	「フラガール」「フラガール」製作委員会
61,2006,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「父親たちの星条旗」ワーナー・ブラザース映画、ドリームワークス配給
61,2006,男優主演賞,3,佐藤浩市,雪に願うこと,男優主演賞	佐藤浩市「雪に願うこと」
61,2006,女優主演賞,4,中谷美紀,嫌われ松子の一生,女優主演賞	中谷美紀「嫌われ松子の一生」
61,2006,男優助演賞,5,笹野高史,"武士の一分,寝ずの番",男優助演賞	笹野高史「武士の一分」「寝ずの番」
61,2006,女優助演賞,6,蒼井優,"フラガール,虹の女神,ハチミツとクローバー",女優助演賞	蒼井優「フラガール」「虹の女神」「ハチミツとクローバー」
61,2006,スポニチグランプリ新人賞,7,,,スポニチグランプリ新人賞	塚地武雅「間宮兄弟」
61,2006,スポニチグランプリ新人賞,8,,,スポニチグランプリ新人賞	檀れい「武士の一分」
61,2006,田中絹代賞,9,,,田中絹代賞	草笛光子
61,2006,監督賞,10,根岸吉太郎,雪に願うこと,監督賞	根岸吉太郎「雪に願うこと」
61,2006,脚本賞,11,加藤正人,雪に願うこと,脚本賞	加藤正人「雪に願うこと」
61,2006,撮影賞,12,川上皓市,紙屋悦子の青春,撮影賞	川上皓市「紙屋悦子の青春」
61,2006,美術賞,13,種田陽平,"THE 有頂天ホテル,フラガール",美術賞	種田陽平「THE 有頂天ホテル」「フラガール」
61,2006,音楽賞,14,加古隆,博士の愛した数式,音楽賞	加古隆「博士の愛した数式」
61,2006,録音賞,15,白取貢,"フラガール,ゆれる,雪に願うこと",録音賞	白取貢「フラガール」「ゆれる」、小野寺修「雪に願うこと」
61,2006,技術賞,16,小池義幸（編集）,嫌われ松子の一生,技術賞	小池義幸（編集）「嫌われ松子の一生」
61,2006,アニメーション映画賞,17,,"時をかける少女,時をかける少女",アニメーション映画賞	「時をかける少女」「時をかける少女」製作委員会
61,2006,大藤信郎賞,18,,,大藤信郎賞	「鉄コン筋クリート」「鉄コン筋クリート」製作委員会
61,2006,ドキュメンタリー映画賞,19,,エドワード・サイード OUT OF PLACE,ドキュメンタリー映画賞	「エドワード・サイード OUT OF PLACE」シグロ
61,2006,日本映画部門,20,,"デスノート,DEATH NOTE",日本映画部門	「デスノート」「DEATH NOTE」FILM PARTNERS
61,2006,外国映画部門,21,,パイレーツ・オブ・カリビアン／デッドマンズ・チェスト,外国映画部門	「パイレーツ・オブ・カリビアン／デッドマンズ・チェスト」ウォルト ディズニー ピクチャーズ配給
61,2006,特別賞,22,,,特別賞	故・今村昌平、風見章子
62,2007,日本映画大賞,0,,それでもボクはやってない,
62,2007,日本映画優秀賞,1,,"天然コケッコー,天然コケッコー",日本映画優秀賞	「天然コケッコー」「天然コケッコー」製作委員会
62,2007,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「長江哀歌」ビターズ・エンド、オフィス北野配給
62,2007,男優主演賞,3,国分太一,しゃべれども しゃべれども,男優主演賞	国分太一「しゃべれども しゃべれども」
62,2007,女優主演賞,4,麻生久美子,夕凪の街 桜の国,女優主演賞	麻生久美子「夕凪の街 桜の国」
62,2007,男優助演賞,5,松重豊,しゃべれども しゃべれども,男優助演賞	松重豊「しゃべれども しゃべれども」
62,2007,女優助演賞,6,高橋惠子,ふみ子の海,女優助演賞	高橋惠子「ふみ子の海」
62,2007,スポニチグランプリ新人賞,7,,,スポニチグランプリ新人賞	松田翔太「ワルボロ」
62,2007,スポニチグランプリ新人賞,8,,,スポニチグランプリ新人賞	成海璃子「あしたの私のつくり方」「神童」
62,2007,田中絹代賞,9,,,田中絹代賞	中村玉緒
62,2007,監督賞,10,周防正行,それでもボクはやってない,監督賞	周防正行「それでもボクはやってない」
62,2007,脚本賞,11,渡辺あや,天然コケッコー,脚本賞	渡辺あや「天然コケッコー」
62,2007,撮影賞,12,中野英世,殯の森,撮影賞	中野英世「殯の森」
62,2007,美術賞,13,佐々木尚,スキヤキ・ウェスタン ジャンゴ,美術賞	佐々木尚「スキヤキ・ウェスタン ジャンゴ」
62,2007,音楽賞,14,レイ・ハラカミ,天然コケッコー,音楽賞	レイ・ハラカミ「天然コケッコー」
62,2007,録音賞,15,小松将人,しゃべれども しゃべれども,録音賞	小松将人「しゃべれども しゃべれども」
62,2007,技術賞,16,北村道子（衣装）,スキヤキ・ウェスタン ジャンゴ,技術賞	北村道子（衣装）「スキヤキ・ウェスタン ジャンゴ」
62,2007,アニメーション映画賞,17,,"河童のクゥと夏休み,河童のクゥと夏休み",アニメーション映画賞	「河童のクゥと夏休み」「河童のクゥと夏休み」製作委員会
62,2007,大藤信郎賞,18,,,大藤信郎賞	「カフカ 田舎医者」松竹
62,2007,ドキュメンタリー映画賞,19,,バックドロップ クルディスタン,ドキュメンタリー映画賞	「バックドロップ クルディスタン」BDK製作委員会
62,2007,日本映画部門,20,,"恋空,恋空",日本映画部門	「恋空」映画「恋空」製作委員会
62,2007,外国映画部門,21,,パイレーツ・オブ・カリビアン／ワールド・エンド,外国映画部門	「パイレーツ・オブ・カリビアン／ワールド・エンド」ウォルト ディズニー スタジオ モーション ピクチャーズ配給
62,2007,特別賞,22,,,特別賞	故・熊井啓（監督）、故・犬塚稔（脚本・監督）
63,2008,日本映画大賞,0,,おくりびと,
63,2008,日本映画優秀賞,1,,"ぐるりのこと。,ぐるりのこと。",日本映画優秀賞	「ぐるりのこと。」「ぐるりのこと。」プロデューサーズ
63,2008,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「ダークナイト」ワーナー・ブラザース映画配給
63,2008,男優主演賞,3,阿部寛,"青い鳥,歩いても 歩いても",男優主演賞	阿部寛「青い鳥」「歩いても 歩いても」
63,2008,女優主演賞,4,小池栄子,接吻,女優主演賞	小池栄子「接吻」
63,2008,男優助演賞,5,堺雅人,"アフタースクール,クライマーズ・ハイ,ジャージの二人",男優助演賞	堺雅人「アフタースクール」「クライマーズ・ハイ」「ジャージの二人」
63,2008,女優助演賞,6,松坂慶子,火垂るの墓,女優助演賞	松坂慶子「火垂るの墓」
63,2008,スポニチグランプリ新人賞,7,,,スポニチグランプリ新人賞	三浦春馬「奈緒子」
63,2008,スポニチグランプリ新人賞,8,,,スポニチグランプリ新人賞	仲里依紗「純喫茶磯辺」
63,2008,田中絹代賞,9,,,田中絹代賞	余貴美子
63,2008,監督賞,10,若松孝二,実録・連合赤軍 あさま山荘への道程,監督賞	若松孝二「実録・連合赤軍 あさま山荘への道程」
63,2008,脚本賞,11,橋口亮輔,ぐるりのこと。,脚本賞	橋口亮輔「ぐるりのこと。」
63,2008,撮影賞,12,辻智彦,実録・連合赤軍 あさま山荘への道程,撮影賞	辻智彦「実録・連合赤軍 あさま山荘への道程」
63,2008,美術賞,13,矢内京子,西の魔女が死んだ,美術賞	矢内京子「西の魔女が死んだ」
63,2008,音楽賞,14,岩代太郎,闇の子供たち,音楽賞	岩代太郎「闇の子供たち」
63,2008,録音賞,15,尾崎聡,おくりびと,録音賞	尾崎聡「おくりびと」
63,2008,技術賞,16,"桑島十和子,増尾隆幸,土屋真治,柳川瀬雅英（VFX）",パコと魔法の絵本,技術賞	桑島十和子、増尾隆幸、土屋真治、柳川瀬雅英（VFX）「パコと魔法の絵本」
63,2008,アニメーション映画賞,17,,スカイ・クロラ The Sky Crawlers,アニメーション映画賞	「スカイ・クロラ The Sky Crawlers」日本テレビ放送網、プロダクションI.G
63,2008,大藤信郎賞,18,,,大藤信郎賞	「崖の上のポニョ」製作委員会（「崖の上のポニョ」における宮崎駿監督の独創的表現に対して）
63,2008,ドキュメンタリー映画賞,19,,花はどこへいった,ドキュメンタリー映画賞	「花はどこへいった」シグロ、坂田雅子
63,2008,日本映画部門,20,,"私は貝になりたい,私は貝になりたい",日本映画部門	「私は貝になりたい」「私は貝になりたい」製作委員会
63,2008,外国映画部門,21,,レッドクリフ PartⅠ,外国映画部門	「レッドクリフ PartⅠ」東宝東和、エイベックス・エンタテインメント配給
63,2008,特別賞,22,,,特別賞	故・市川崑（監督）、故・緒形拳（俳優）、故・楠田浩之（撮影）
64,2009,日本映画大賞,0,,沈まぬ太陽,
64,2009,日本映画優秀賞,1,,"劔岳 点の記,劔岳 点の記",日本映画優秀賞	「劔岳 点の記」「劔岳 点の記」製作委員会
64,2009,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「グラン・トリノ」ワーナー・ブラザース映画配給
64,2009,監督賞,3,園子温,愛のむきだし,監督賞	園子温「愛のむきだし」
64,2009,脚本賞,4,田中陽造,ヴィヨンの妻 ～桜桃とタンポポ～,脚本賞	田中陽造「ヴィヨンの妻 ～桜桃とタンポポ～」
64,2009,男優主演賞,5,松山ケンイチ,ウルトラミラクルラブストーリー,男優主演賞	松山ケンイチ「ウルトラミラクルラブストーリー」
64,2009,女優主演賞,6,小西真奈美,のんちゃんのり弁,女優主演賞	小西真奈美「のんちゃんのり弁」
64,2009,男優助演賞,7,岸部一徳,大阪ハムレット,男優助演賞	岸部一徳「大阪ハムレット」
64,2009,女優助演賞,8,八千草薫,ディア・ドクター,女優助演賞	八千草薫「ディア・ドクター」
64,2009,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	西島隆弘「愛のむきだし」
64,2009,田中絹代賞,10,,,田中絹代賞	高橋惠子
64,2009,撮影賞,11,木村大作,劔岳 点の記,撮影賞	木村大作「劔岳 点の記」
64,2009,美術賞,12,"種田陽平,矢内京子",ヴィヨンの妻 ～桜桃とタンポポ～,美術賞	種田陽平、矢内京子「ヴィヨンの妻 ～桜桃とタンポポ～」
64,2009,音楽賞,13,蓮実重臣,私は猫ストーカー,音楽賞	蓮実重臣「私は猫ストーカー」
64,2009,録音賞,14,石寺健一,劔岳 点の記,録音賞	石寺健一「劔岳 点の記」
64,2009,技術賞,15,,,技術賞	該当なし
64,2009,ドキュメンタリー映画賞,16,,"あんにょん由美香,あんにょん由美香",ドキュメンタリー映画賞	「あんにょん由美香」2009「あんにょん由美香」フィルムパートナーズ
64,2009,アニメーション映画賞,17,,サマーウォーズ,アニメーション映画賞	「サマーウォーズ」サマーウォーズ製作委員会
64,2009,大藤信郎賞,18,,,大藤信郎賞	「電信柱エレミの恋」（中田秀人監督作品、立体アニメ表現の完成度に対して）
64,2009,日本映画部門,19,,"ROOKIES －卒業－,ROOKIES",日本映画部門	「ROOKIES －卒業－」映画「ROOKIES」製作委員会
64,2009,外国映画部門,20,,マイケル・ジャクソン THIS IS IT,外国映画部門	「マイケル・ジャクソン THIS IS IT」ソニー・ピクチャーズ・エンタテインメント
64,2009,特別賞,21,,,特別賞	故・森繁久彌（俳優）、故・水の江瀧子（女優・映画プロデューサー）
65,2010,日本映画大賞,0,,悪人,
65,2010,日本映画優秀賞,1,,"春との旅,春との旅",日本映画優秀賞	「春との旅」「春との旅」フィルムパートナーズ
65,2010,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「息もできない」ビターズ・エンド、スターサンズ配給
65,2010,監督賞,3,三池崇史,十三人の刺客,監督賞	三池崇史「十三人の刺客」
65,2010,脚本賞,4,佐藤有記,ヘヴンズストーリー,脚本賞	佐藤有記「ヘヴンズストーリー」
65,2010,男優主演賞,5,堤真一,孤高のメス,男優主演賞	堤真一「孤高のメス」
65,2010,女優主演賞,6,寺島しのぶ,キャタピラー,女優主演賞	寺島しのぶ「キャタピラー」
65,2010,男優助演賞,7,稲垣吾郎,十三人の刺客,男優助演賞	稲垣吾郎「十三人の刺客」
65,2010,女優助演賞,8,夏川結衣,孤高のメス,女優助演賞	夏川結衣「孤高のメス」
65,2010,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	遠藤要「イエローキッド」
65,2010,スポニチグランプリ新人賞,10,,,スポニチグランプリ新人賞	徳永えり「春との旅」
65,2010,田中絹代賞,11,,,田中絹代賞	江波杏子
65,2010,撮影賞,12,近藤龍人,海炭市叙景,撮影賞	近藤龍人「海炭市叙景」
65,2010,美術賞,13,近藤成之,武士の家計簿,美術賞	近藤成之「武士の家計簿」
65,2010,音楽賞,14,ジム・オルーク,海炭市叙景,音楽賞	ジム・オルーク「海炭市叙景」
65,2010,録音賞,15,中村淳,十三人の刺客,録音賞	中村淳「十三人の刺客」
65,2010,ドキュメンタリー映画賞,16,,,ドキュメンタリー映画賞	該当なし
65,2010,アニメーション映画賞,17,,"カラフル,カラフル",アニメーション映画賞	「カラフル」「カラフル」製作委員会
65,2010,大藤信郎賞,18,,,大藤信郎賞	該当なし
65,2010,日本映画部門,19,,THE LAST MESSAGE 海猿,日本映画部門	「THE LAST MESSAGE 海猿」フジテレビジョン、ROBOT、ポニーキャニオン、東宝、小学館、エー・チーム、FNS27社
65,2010,外国映画部門,20,,エクリプス／トワイライト・サーガ,外国映画部門	「エクリプス／トワイライト・サーガ」角川映画配給
65,2010,特別賞,21,,,特別賞	故・高峰秀子（女優）
66,2011,日本映画大賞,0,,一枚のハガキ,
66,2011,日本映画優秀賞,1,,サウダーヂ,日本映画優秀賞	「サウダーヂ」空族
66,2011,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「英国王のスピーチ」ギャガ配給
66,2011,監督賞,3,富田克也,サウダーヂ,監督賞	富田克也「サウダーヂ」
66,2011,脚本賞,4,新藤兼人,一枚のハガキ,脚本賞	新藤兼人「一枚のハガキ」
66,2011,男優主演賞,5,森山未來,モテキ,男優主演賞	森山未來「モテキ」
66,2011,女優主演賞,6,小泉今日子,毎日かあさん,女優主演賞	小泉今日子「毎日かあさん」
66,2011,男優助演賞,7,でんでん,冷たい熱帯魚,男優助演賞	でんでん「冷たい熱帯魚」
66,2011,女優助演賞,8,永作博美,八日目の蟬,女優助演賞	永作博美「八日目の蟬」
66,2011,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	染谷将太「嘘つきみーくんと壊れたまーちゃん」
66,2011,スポニチグランプリ新人賞,10,,,スポニチグランプリ新人賞	忽那汐里「マイ・バック・ページ」
66,2011,田中絹代賞,11,,,田中絹代賞	大楠道代
66,2011,撮影賞,12,北信康,一命,撮影賞	北信康「一命」
66,2011,美術賞,13,金勝浩一,一枚のハガキ,美術賞	金勝浩一「一枚のハガキ」
66,2011,音楽賞,14,故・林光,一枚のハガキ,音楽賞	故・林光「一枚のハガキ」
66,2011,録音賞,15,尾崎聡,一枚のハガキ,録音賞	尾崎聡「一枚のハガキ」
66,2011,ドキュメンタリー映画賞,16,,ショージとタカオ,ドキュメンタリー映画賞	「ショージとタカオ」井手洋子
66,2011,アニメーション映画賞,17,,"蛍火の杜へ,蛍火の杜へ",アニメーション映画賞	「蛍火の杜へ」「蛍火の杜へ」製作委員会
66,2011,大藤信郎賞,18,,,大藤信郎賞	「６６３１１４」平林勇
66,2011,日本映画部門,19,,ステキな金縛り,日本映画部門	「ステキな金縛り」フジテレビ、東宝
66,2011,外国映画部門,20,,ハリー・ポッターと死の秘宝 PART２,外国映画部門	「ハリー・ポッターと死の秘宝 PART２」ワーナー・ブラザース映画配給
66,2011,特別賞,21,,,特別賞	赤松陽構造（映画タイトルデザイナー）
67,2012,日本映画大賞,0,,終の信託,
67,2012,日本映画優秀賞,1,,"桐島、部活やめるってよ,桐島",日本映画優秀賞	「桐島、部活やめるってよ」映画「桐島」映画部
67,2012,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「ヒューゴの不思議な発明」パラマウント ピクチャーズ配給
67,2012,監督賞,3,吉田大八,桐島、部活やめるってよ,監督賞	吉田大八「桐島、部活やめるってよ」
67,2012,脚本賞,4,ヤン・ヨンヒ,かぞくのくに,脚本賞	ヤン・ヨンヒ「かぞくのくに」
67,2012,男優主演賞,5,夏八木勲,希望の国,男優主演賞	夏八木勲「希望の国」
67,2012,女優主演賞,6,田畑智子,ふがいない僕は空を見た,女優主演賞	田畑智子「ふがいない僕は空を見た」
67,2012,男優助演賞,7,加瀬亮,アウトレイジ ビヨンド,男優助演賞	加瀬亮「アウトレイジ ビヨンド」
67,2012,女優助演賞,8,安藤サクラ,愛と誠,女優助演賞	安藤サクラ「愛と誠」
67,2012,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	東出昌大「桐島、部活やめるってよ」
67,2012,スポニチグランプリ新人賞,10,,,スポニチグランプリ新人賞	三吉彩花「グッモーエビアン！」
67,2012,田中絹代賞,11,,,田中絹代賞	田中裕子
67,2012,撮影賞,12,芦澤明子,わが母の記,撮影賞	芦澤明子「わが母の記」
67,2012,美術賞,13,部谷京子,天地明察,美術賞	部谷京子「天地明察」
67,2012,音楽賞,14,大島ミチル,僕達急行 Ａ列車で行こう,音楽賞	大島ミチル「僕達急行 Ａ列車で行こう」
67,2012,録音賞,15,志満順一,北のカナリアたち,録音賞	志満順一「北のカナリアたち」
67,2012,ドキュメンタリー映画賞,16,,"ニッポンの嘘　報道写真家 福島菊次郎90歳,ニッポンの嘘　報道写真家 福島菊次郎90歳",ドキュメンタリー映画賞	「ニッポンの嘘　報道写真家 福島菊次郎90歳」「ニッポンの嘘　報道写真家 福島菊次郎90歳」製作委員会
67,2012,アニメーション映画賞,17,,"おおかみこどもの雨と雪,おおかみこどもの雨と雪",アニメーション映画賞	「おおかみこどもの雨と雪」「おおかみこどもの雨と雪」製作委員会 スタジオ地図作品
67,2012,大藤信郎賞,18,,,大藤信郎賞	「火要鎮」SHORT PEACE COMMITTEE
67,2012,日本映画部門,19,,"テルマエ・ロマエ,テルマエ・ロマエ",日本映画部門	「テルマエ・ロマエ」「テルマエ・ロマエ」製作委員会
67,2012,外国映画部門,20,,アベンジャーズ,外国映画部門	「アベンジャーズ」ウォルト・ディズニー・スタジオ配給
67,2012,特別賞,21,,,特別賞	黒澤満（映画プロデューサー）
68,2013,日本映画大賞,0,,舟を編む,
68,2013,日本映画優秀賞,1,,"ペコロスの母に会いに行く,ペコロスの母に会いに行く",日本映画優秀賞	「ペコロスの母に会いに行く」「ペコロスの母に会いに行く」製作委員会
68,2013,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「愛、アムール」ロングライド配給
68,2013,監督賞,3,石井裕也,舟を編む,監督賞	石井裕也「舟を編む」
68,2013,脚本賞,4,荒井晴彦,共喰い,脚本賞	荒井晴彦「共喰い」
68,2013,男優主演賞,5,松田龍平,舟を編む,男優主演賞	松田龍平「舟を編む」
68,2013,女優主演賞,6,赤木春恵,ペコロスの母に会いに行く,女優主演賞	赤木春恵「ペコロスの母に会いに行く」
68,2013,男優助演賞,7,ピエール瀧,凶悪,男優助演賞	ピエール瀧「凶悪」
68,2013,女優助演賞,8,吉高由里子,横道世之介,女優助演賞	吉高由里子「横道世之介」
68,2013,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	星野源「箱入り息子の恋」
68,2013,スポニチグランプリ新人賞,10,,,スポニチグランプリ新人賞	濱田ここね「おしん」
68,2013,田中絹代賞,11,,,田中絹代賞	加賀まりこ
68,2013,撮影賞,12,今井孝博,共喰い,撮影賞	今井孝博「共喰い」
68,2013,美術賞,13,原田満生,舟を編む,美術賞	原田満生「舟を編む」
68,2013,音楽賞,14,安川午朗,凶悪,音楽賞	安川午朗「凶悪」
68,2013,録音賞,15,矢野正人,横道世之介,録音賞	矢野正人「横道世之介」
68,2013,ドキュメンタリー映画賞,16,,映画『立候補』,ドキュメンタリー映画賞	「映画『立候補』」明るい立候補推進委員会
68,2013,アニメーション映画賞,17,,かぐや姫の物語,アニメーション映画賞	「かぐや姫の物語」スタジオジブリ、日本テレビ、電通、博報堂ＤＹＭＰ、ディズニー、三菱商事、東宝、ＫＤＤＩ
68,2013,大藤信郎賞,18,,,大藤信郎賞	「海に落ちた月の話」織田明
68,2013,日本映画部門,19,,風立ちぬ,日本映画部門	「風立ちぬ」スタジオジブリ、日本テレビ、電通、博報堂ＤＹＭＰ、ディズニー、三菱商事、東宝、ＫＤＤＩ
68,2013,外国映画部門,20,,テッド,外国映画部門	「テッド」東宝東和配給
68,2013,特別賞,21,,,特別賞	福本清三（俳優）
69,2014,日本映画大賞,0,,私の男,
69,2014,日本映画優秀賞,1,,"そこのみにて光輝く,そこのみにて光輝く",日本映画優秀賞	「そこのみにて光輝く」「そこのみにて光輝く」製作委員会
69,2014,外国映画ベストワン賞,2,,,外国映画ベストワン賞	「６才のボクが、大人になるまで。」東宝東和配給
69,2014,監督賞,3,呉美保,そこのみにて光輝く,監督賞	呉美保「そこのみにて光輝く」
69,2014,脚本賞,4,安藤桃子,0.5ミリ,脚本賞	安藤桃子「0.5ミリ」
69,2014,男優主演賞,5,綾野剛,そこのみにて光輝く,男優主演賞	綾野剛「そこのみにて光輝く」
69,2014,女優主演賞,6,安藤サクラ,0.5ミリ,女優主演賞	安藤サクラ「0.5ミリ」
69,2014,男優助演賞,7,伊藤英明,WOOD JOB！？～神去なあなあ日常～,男優助演賞	伊藤英明「WOOD JOB！？～神去なあなあ日常～」
69,2014,女優助演賞,8,池脇千鶴,そこのみにて光輝く,女優助演賞	池脇千鶴「そこのみにて光輝く」
69,2014,スポニチグランプリ新人賞,9,,,スポニチグランプリ新人賞	登坂広臣「ホットロード」
69,2014,スポニチグランプリ新人賞,10,,,スポニチグランプリ新人賞	小松菜奈「渇き。」
69,2014,田中絹代賞,11,,,田中絹代賞	鈴木京香
69,2014,撮影賞,12,シグママコト,紙の月,撮影賞	シグママコト「紙の月」
69,2014,美術賞,13,"林田裕至,佐久嶋依里",喰女－クイメ－,美術賞	林田裕至、佐久嶋依里「喰女－クイメ－」
69,2014,音楽賞,14,周防義和,舞妓はレディ,音楽賞	周防義和「舞妓はレディ」
69,2014,録音賞,15,藤本賢一,永遠の０,録音賞	藤本賢一「永遠の０」
69,2014,ドキュメンタリー映画賞,16,,"SAYAMA　みえない手錠をはずすまで,SAYAMA",ドキュメンタリー映画賞	「SAYAMA　みえない手錠をはずすまで」映画「SAYAMA」製作委員会
69,2014,アニメーション映画賞,17,,ジョバンニの島,アニメーション映画賞	「ジョバンニの島」日本音楽事業者協会
69,2014,大藤信郎賞,18,,,大藤信郎賞	「澱みの騒ぎ」小野　ハナ
69,2014,日本映画部門,19,,"るろうに剣心　京都大火編／伝説の最期編,るろうに剣心　京都大火／伝説の最期",日本映画部門	「るろうに剣心　京都大火編／伝説の最期編」「るろうに剣心　京都大火／伝説の最期」製作委員会
